move_id,phase,state_step,candidate_id,receiver,role,primitive,level,accepted,accepted_cumulative,flight_step_m,flight_cumulative_m
376,stage_ii,11,3,9,probe_inverse,L,1,0,24,2.5,1184.84375
377,stage_ii,11,-1,1,commit,R,2,1,25,1.25,1186.09375
378,stage_ii,11,-1,3,commit,R,1,1,26,2.5000000000000004,1188.59375
379,stage_ii,11,-1,4,commit,B,2,1,27,1.25,1189.84375
380,stage_ii,12,0,1,probe,F,2,0,27,1.25,1191.09375
381,stage_ii,12,0,1,probe_inverse,B,2,0,27,1.25,1192.34375
382,stage_ii,12,1,1,probe,B,2,0,27,1.25,1193.59375
383,stage_ii,12,1,1,probe_inverse,F,2,0,27,1.25,1194.84375
384,stage_ii,12,2,1,probe,L,2,0,27,1.25,1196.09375
385,stage_ii,12,2,1,probe_inverse,R,2,0,27,1.25,1197.34375
386,stage_ii,12,3,1,probe,R,2,0,27,1.25,1198.59375
387,stage_ii,12,3,1,probe_inverse,L,2,0,27,1.25,1199.84375
388,stage_ii,12,0,3,probe,F,1,0,27,2.5000000000000004,1202.34375
389,stage_ii,12,0,3,probe_inverse,B,1,0,27,2.5000000000000004,1204.84375
390,stage_ii,12,1,3,probe,B,1,0,27,2.5000000000000004,1207.34375
391,stage_ii,12,1,3,probe_inverse,F,1,0,27,2.5000000000000004,1209.84375
392,stage_ii,12,2,3,probe,L,1,0,27,2.5000000000000004,1212.34375
393,stage_ii,12,2,3,probe_inverse,R,1,0,27,2.5000000000000004,1214.84375
394,stage_ii,12,3,3,probe,R,1,0,27,2.5000000000000004,1217.34375
395,stage_ii,12,3,3,probe_inverse,L,1,0,27,2.5000000000000004,1219.84375
396,stage_ii,12,0,4,probe,F,2,0,27,1.25,1221.09375
397,stage_ii,12,0,4,probe_inverse,B,2,0,27,1.25,1222.34375
398,stage_ii,12,1,4,probe,B,2,0,27,1.25,1223.59375
399,stage_ii,12,1,4,probe_inverse,F,2,0,27,1.25,1224.84375
400,stage_ii,12,2,4,probe,L,2,0,27,1.25,1226.09375
401,stage_ii,12,2,4,probe_inverse,R,2,0,27,1.25,1227.34375
402,stage_ii,12,3,4,probe,R,2,0,27,1.25,1228.59375
403,stage_ii,12,3,4,probe_inverse,L,2,0,27,1.25,1229.84375
404,stage_ii,12,0,6,probe,F,2,0,27,1.25,1231.09375
405,stage_ii,12,0,6,probe_inverse,B,2,0,27,1.25,1232.34375
406,stage_ii,12,1,6,probe,B,2,0,27,1.25,1233.59375
407,stage_ii,12,1,6,probe_inverse,F,2,0,27,1.25,1234.84375
408,stage_ii,12,2,6,probe,L,2,0,27,1.25,1236.09375
409,stage_ii,12,2,6,probe_inverse,R,2,0,27,1.25,1237.34375
410,stage_ii,12,3,6,probe,R,2,0,27,1.25,1238.59375
411,stage_ii,12,3,6,probe_inverse,L,2,0,27,1.25,1239.84375
412,stage_ii,12,0,7,probe,F,4,0,27,0.3125,1240.15625
413,stage_ii,12,0,7,probe_inverse,B,4,0,27,0.3125,1240.46875
414,stage_ii,12,1,7,probe,B,4,0,27,0.3125,1240.78125
415,stage_ii,12,1,7,probe_inverse,F,4,0,27,0.3125,1241.09375
416,stage_ii,12,2,7,probe,L,4,0,27,0.3125,1241.40625
417,stage_ii,12,2,7,probe_inverse,R,4,0,27,0.3125,1241.71875
418,stage_ii,12,3,7,probe,R,4,0,27,0.3125,1242.03125
419,stage_ii,12,3,7,probe_inverse,L,4,0,27,0.3125,1242.34375
420,stage_ii,12,0,9,probe,F,2,0,27,1.25,1243.59375
421,stage_ii,12,0,9,probe_inverse,B,2,0,27,1.25,1244.84375
422,stage_ii,12,1,9,probe,B,2,0,27,1.25,1246.09375
423,stage_ii,12,1,9,probe_inverse,F,2,0,27,1.25,1247.34375
424,stage_ii,12,2,9,probe,L,2,0,27,1.25,1248.59375
425,stage_ii,12,2,9,probe_inverse,R,2,0,27,1.25,1249.84375
426,stage_ii,12,3,9,probe,R,2,0,27,1.25,1251.09375
427,stage_ii,12,3,9,probe_inverse,L,2,0,27,1.25,1252.34375
428,stage_ii,12,-1,3,commit,F,1,1,28,2.5000000000000004,1254.84375
429,stage_ii,12,-1,4,commit,B,2,1,29,1.25,1256.09375
430,stage_ii,12,-1,6,commit,R,2,1,30,1.25,1257.34375
431,stage_ii,12,-1,7,commit,L,4,1,31,0.3125,1257.65625
432,stage_ii,12,-1,9,commit,F,2,1,32,1.25,1258.90625
433,stage_ii,13,0,1,probe,F,3,0,32,0.6249999999999999,1259.53125
434,stage_ii,13,0,1,probe_inverse,B,3,0,32,0.6249999999999999,1260.15625
435,stage_ii,13,1,1,probe,B,3,0,32,0.6249999999999999,1260.78125
436,stage_ii,13,1,1,probe_inverse,F,3,0,32,0.6249999999999999,1261.40625
437,stage_ii,13,2,1,probe,L,3,0,32,0.6249999999999999,1262.03125
438,stage_ii,13,2,1,probe_inverse,R,3,0,32,0.6249999999999999,1262.65625
439,stage_ii,13,3,1,probe,R,3,0,32,0.6249999999999999,1263.28125
440,stage_ii,13,3,1,probe_inverse,L,3,0,32,0.6249999999999999,1263.90625
441,stage_ii,13,0,3,probe,F,1,0,32,2.5000000000000004,1266.40625
442,stage_ii,13,0,3,probe_inverse,B,1,0,32,2.5000000000000004,1268.90625
443,stage_ii,13,1,3,probe,B,1,0,32,2.5000000000000004,1271.40625
444,stage_ii,13,1,3,probe_inverse,F,1,0,32,2.5000000000000004,1273.90625
445,stage_ii,13,2,3,probe,L,1,0,32,2.5000000000000004,1276.40625
446,stage_ii,13,2,3,probe_inverse,R,1,0,32,2.5000000000000004,1278.90625
447,stage_ii,13,3,3,probe,R,1,0,32,2.5000000000000004,1281.40625
448,stage_ii,13,3,3,probe_inverse,L,1,0,32,2.5000000000000004,1283.90625
449,stage_ii,13,0,4,probe,F,2,0,32,1.25,1285.15625
450,stage_ii,13,0,4,probe_inverse,B,2,0,32,1.25,1286.40625
451,stage_ii,13,1,4,probe,B,2,0,32,1.25,1287.65625
452,stage_ii,13,1,4,probe_inverse,F,2,0,32,1.25,1288.90625
453,stage_ii,13,2,4,probe,L,2,0,32,1.25,1290.15625
454,stage_ii,13,2,4,probe_inverse,R,2,0,32,1.25,1291.40625
455,stage_ii,13,3,4,probe,R,2,0,32,1.25,1292.65625
456,stage_ii,13,3,4,probe_inverse,L,2,0,32,1.25,1293.90625
457,stage_ii,13,0,6,probe,F,2,0,32,1.25,1295.15625
458,stage_ii,13,0,6,probe_inverse,B,2,0,32,1.25,1296.40625
459,stage_ii,13,1,6,probe,B,2,0,32,1.25,1297.65625
460,stage_ii,13,1,6,probe_inverse,F,2,0,32,1.25,1298.90625
461,stage_ii,13,2,6,probe,L,2,0,32,1.25,1300.15625
462,stage_ii,13,2,6,probe_inverse,R,2,0,32,1.25,1301.40625
463,stage_ii,13,3,6,probe,R,2,0,32,1.25,1302.65625
464,stage_ii,13,3,6,probe_inverse,L,2,0,32,1.25,1303.90625
465,stage_ii,13,0,7,probe,F,4,0,32,0.3125,1304.21875
466,stage_ii,13,0,7,probe_inverse,B,4,0,32,0.3125,1304.53125
467,stage_ii,13,1,7,probe,B,4,0,32,0.3125,1304.84375
468,stage_ii,13,1,7,probe_inverse,F,4,0,32,0.3125,1305.15625
469,stage_ii,13,2,7,probe,L,4,0,32,0.3125,1305.46875
470,stage_ii,13,2,7,probe_inverse,R,4,0,32,0.3125,1305.78125
471,stage_ii,13,3,7,probe,R,4,0,32,0.3125,1306.09375
472,stage_ii,13,3,7,probe_inverse,L,4,0,32,0.3125,1306.40625
473,stage_ii,13,0,9,probe,F,2,0,32,1.25,1307.65625
474,stage_ii,13,0,9,probe_inverse,B,2,0,32,1.25,1308.90625
475,stage_ii,13,1,9,probe,B,2,0,32,1.25,1310.15625
476,stage_ii,13,1,9,probe_inverse,F,2,0,32,1.25,1311.40625
477,stage_ii,13,2,9,probe,L,2,0,32,1.25,1312.65625
478,stage_ii,13,2,9,probe_inverse,R,2,0,32,1.25,1313.90625
479,stage_ii,13,3,9,probe,R,2,0,32,1.25,1315.15625
480,stage_ii,13,3,9,probe_inverse,L,2,0,32,1.25,1316.40625
481,stage_ii,13,-1,1,commit,F,3,1,33,0.6249999999999999,1317.03125
482,stage_ii,13,-1,6,commit,B,2,1,34,1.25,1318.28125
483,stage_ii,13,-1,7,commit,F,4,1,35,0.3125,1318.59375
484,stage_ii,13,-1,9,commit,L,2,1,36,1.25,1319.84375
485,stage_ii,14,0,1,probe,F,3,0,36,0.6249999999999999,1320.46875
486,stage_ii,14,0,1,probe_inverse,B,3,0,36,0.6249999999999999,1321.09375
487,stage_ii,14,1,1,probe,B,3,0,36,0.6249999999999999,1321.71875
488,stage_ii,14,1,1,probe_inverse,F,3,0,36,0.6249999999999999,1322.34375
489,stage_ii,14,2,1,probe,L,3,0,36,0.6249999999999999,1322.96875
490,stage_ii,14,2,1,probe_inverse,R,3,0,36,0.6249999999999999,1323.59375
491,stage_ii,14,3,1,probe,R,3,0,36,0.6249999999999999,1324.21875
492,stage_ii,14,3,1,probe_inverse,L,3,0,36,0.6249999999999999,1324.84375
493,stage_ii,14,0,3,probe,F,2,0,36,1.25,1326.09375
494,stage_ii,14,0,3,probe_inverse,B,2,0,36,1.25,1327.34375
495,stage_ii,14,1,3,probe,B,2,0,36,1.25,1328.59375
496,stage_ii,14,1,3,probe_inverse,F,2,0,36,1.25,1329.84375
497,stage_ii,14,2,3,probe,L,2,0,36,1.25,1331.09375
498,stage_ii,14,2,3,probe_inverse,R,2,0,36,1.25,1332.34375
499,stage_ii,14,3,3,probe,R,2,0,36,1.25,1333.59375
500,stage_ii,14,3,3,probe_inverse,L,2,0,36,1.25,1334.84375
501,stage_ii,14,0,4,probe,F,3,0,36,0.625,1335.46875
502,stage_ii,14,0,4,probe_inverse,B,3,0,36,0.625,1336.09375
503,stage_ii,14,1,4,probe,B,3,0,36,0.625,1336.71875
504,stage_ii,14,1,4,probe_inverse,F,3,0,36,0.625,1337.34375
505,stage_ii,14,2,4,probe,L,3,0,36,0.625,1337.96875
506,stage_ii,14,2,4,probe_inverse,R,3,0,36,0.625,1338.59375
507,stage_ii,14,3,4,probe,R,3,0,36,0.625,1339.21875
508,stage_ii,14,3,4,probe_inverse,L,3,0,36,0.625,1339.84375
509,stage_ii,14,0,6,probe,F,2,0,36,1.25,1341.09375
510,stage_ii,14,0,6,probe_inverse,B,2,0,36,1.25,1342.34375
511,stage_ii,14,1,6,probe,B,2,0,36,1.25,1343.59375
512,stage_ii,14,1,6,probe_inverse,F,2,0,36,1.25,1344.84375
513,stage_ii,14,2,6,probe,L,2,0,36,1.25,1346.09375
514,stage_ii,14,2,6,probe_inverse,R,2,0,36,1.25,1347.34375
515,stage_ii,14,3,6,probe,R,2,0,36,1.25,1348.59375
516,stage_ii,14,3,6,probe_inverse,L,2,0,36,1.25,1349.84375
517,stage_ii,14,0,7,probe,F,4,0,36,0.3125,1350.15625
518,stage_ii,14,0,7,probe_inverse,B,4,0,36,0.3125,1350.46875
519,stage_ii,14,1,7,probe,B,4,0,36,0.3125,1350.78125
520,stage_ii,14,1,7,probe_inverse,F,4,0,36,0.3125,1351.09375
521,stage_ii,14,2,7,probe,L,4,0,36,0.3125,1351.40625
522,stage_ii,14,2,7,probe_inverse,R,4,0,36,0.3125,1351.71875
523,stage_ii,14,3,7,probe,R,4,0,36,0.3125,1352.03125
524,stage_ii,14,3,7,probe_inverse,L,4,0,36,0.3125,1352.34375
525,stage_ii,14,0,9,probe,F,2,0,36,1.25,1353.59375
526,stage_ii,14,0,9,probe_inverse,B,2,0,36,1.25,1354.84375
527,stage_ii,14,1,9,probe,B,2,0,36,1.25,1356.09375
528,stage_ii,14,1,9,probe_inverse,F,2,0,36,1.25,1357.34375
529,stage_ii,14,2,9,probe,L,2,0,36,1.25,1358.59375
530,stage_ii,14,2,9,probe_inverse,R,2,0,36,1.25,1359.84375
531,stage_ii,14,3,9,probe,R,2,0,36,1.25,1361.09375
532,stage_ii,14,3,9,probe_inverse,L,2,0,36,1.25,1362.34375
533,stage_ii,14,-1,1,commit,R,3,1,37,0.6249999999999999,1362.96875
534,stage_ii,14,-1,3,commit,B,2,1,38,1.25,1364.21875
535,stage_ii,14,-1,4,commit,F,3,1,39,0.625,1364.84375
536,stage_ii,14,-1,7,commit,F,4,1,40,0.3125,1365.15625
537,stage_ii,15,0,3,probe,F,2,0,40,1.25,1366.40625
538,stage_ii,15,0,3,probe_inverse,B,2,0,40,1.25,1367.65625
539,stage_ii,15,1,3,probe,B,2,0,40,1.25,1368.90625
540,stage_ii,15,1,3,probe_inverse,F,2,0,40,1.25,1370.15625
541,stage_ii,15,2,3,probe,L,2,0,40,1.25,1371.40625
542,stage_ii,15,2,3,probe_inverse,R,2,0,40,1.25,1372.65625
543,stage_ii,15,3,3,probe,R,2,0,40,1.25,1373.90625
544,stage_ii,15,3,3,probe_inverse,L,2,0,40,1.25,1375.15625
545,stage_ii,15,0,4,probe,F,3,0,40,0.625,1375.78125
546,stage_ii,15,0,4,probe_inverse,B,3,0,40,0.625,1376.40625
547,stage_ii,15,1,4,probe,B,3,0,40,0.625,1377.03125
548,stage_ii,15,1,4,probe_inverse,F,3,0,40,0.625,1377.65625
549,stage_ii,15,2,4,probe,L,3,0,40,0.625,1378.28125
550,stage_ii,15,2,4,probe_inverse,R,3,0,40,0.625,1378.90625
551,stage_ii,15,3,4,probe,R,3,0,40,0.625,1379.53125
552,stage_ii,15,3,4,probe_inverse,L,3,0,40,0.625,1380.15625
553,stage_ii,15,0,6,probe,F,3,0,40,0.625,1380.78125
554,stage_ii,15,0,6,probe_inverse,B,3,0,40,0.625,1381.40625
555,stage_ii,15,1,6,probe,B,3,0,40,0.625,1382.03125
556,stage_ii,15,1,6,probe_inverse,F,3,0,40,0.625,1382.65625
557,stage_ii,15,2,6,probe,L,3,0,40,0.625,1383.28125
558,stage_ii,15,2,6,probe_inverse,R,3,0,40,0.625,1383.90625
559,stage_ii,15,3,6,probe,R,3,0,40,0.625,1384.53125
560,stage_ii,15,3,6,probe_inverse,L,3,0,40,0.625,1385.15625
561,stage_ii,15,0,7,probe,F,4,0,40,0.3125,1385.46875
562,stage_ii,15,0,7,probe_inverse,B,4,0,40,0.3125,1385.78125
563,stage_ii,15,1,7,probe,B,4,0,40,0.3125,1386.09375
564,stage_ii,15,1,7,probe_inverse,F,4,0,40,0.3125,1386.40625
565,stage_ii,15,2,7,probe,L,4,0,40,0.3125,1386.71875
566,stage_ii,15,2,7,probe_inverse,R,4,0,40,0.3125,1387.03125
567,stage_ii,15,3,7,probe,R,4,0,40,0.3125,1387.34375
568,stage_ii,15,3,7,probe_inverse,L,4,0,40,0.3125,1387.65625
569,stage_ii,15,0,9,probe,F,3,0,40,0.625,1388.28125
570,stage_ii,15,0,9,probe_inverse,B,3,0,40,0.625,1388.90625
571,stage_ii,15,1,9,probe,B,3,0,40,0.625,1389.53125
572,stage_ii,15,1,9,probe_inverse,F,3,0,40,0.625,1390.15625
573,stage_ii,15,2,9,probe,L,3,0,40,0.625,1390.78125
574,stage_ii,15,2,9,probe_inverse,R,3,0,40,0.625,1391.40625
575,stage_ii,15,3,9,probe,R,3,0,40,0.625,1392.03125
576,stage_ii,15,3,9,probe_inverse,L,3,0,40,0.625,1392.65625
577,stage_ii,15,-1,6,commit,F,3,1,41,0.625,1393.28125
578,stage_ii,15,-1,7,commit,L,4,1,42,0.3125,1393.59375
579,stage_ii,16,0,3,probe,F,3,0,42,0.625,1394.21875
580,stage_ii,16,0,3,probe_inverse,B,3,0,42,0.625,1394.84375
581,stage_ii,16,1,3,probe,B,3,0,42,0.625,1395.46875
582,stage_ii,16,1,3,probe_inverse,F,3,0,42,0.625,1396.09375
583,stage_ii,16,2,3,probe,L,3,0,42,0.625,1396.71875
584,stage_ii,16,2,3,probe_inverse,R,3,0,42,0.625,1397.34375
585,stage_ii,16,3,3,probe,R,3,0,42,0.625,1397.96875
586,stage_ii,16,3,3,probe_inverse,L,3,0,42,0.625,1398.59375
587,stage_ii,16,0,4,probe,F,4,0,42,0.31249999999999994,1398.90625
588,stage_ii,16,0,4,probe_inverse,B,4,0,42,0.31249999999999994,1399.21875
589,stage_ii,16,1,4,probe,B,4,0,42,0.31249999999999994,1399.53125
590,stage_ii,16,1,4,probe_inverse,F,4,0,42,0.31249999999999994,1399.84375
591,stage_ii,16,2,4,probe,L,4,0,42,0.31249999999999994,1400.15625
592,stage_ii,16,2,4,probe_inverse,R,4,0,42,0.31249999999999994,1400.46875
593,stage_ii,16,3,4,probe,R,4,0,42,0.31249999999999994,1400.78125
594,stage_ii,16,3,4,probe_inverse,L,4,0,42,0.31249999999999994,1401.09375
595,stage_ii,16,0,6,probe,F,3,0,42,0.625,1401.71875
596,stage_ii,16,0,6,probe_inverse,B,3,0,42,0.625,1402.34375
597,stage_ii,16,1,6,probe,B,3,0,42,0.625,1402.96875
598,stage_ii,16,1,6,probe_inverse,F,3,0,42,0.625,1403.59375
599,stage_ii,16,2,6,probe,L,3,0,42,0.625,1404.21875
600,stage_ii,16,2,6,probe_inverse,R,3,0,42,0.625,1404.84375
601,stage_ii,16,3,6,probe,R,3,0,42,0.625,1405.46875
602,stage_ii,16,3,6,probe_inverse,L,3,0,42,0.625,1406.09375
603,stage_ii,16,0,7,probe,F,4,0,42,0.3125,1406.40625
604,stage_ii,16,0,7,probe_inverse,B,4,0,42,0.3125,1406.71875
605,stage_ii,16,1,7,probe,B,4,0,42,0.3125,1407.03125
606,stage_ii,16,1,7,probe_inverse,F,4,0,42,0.3125,1407.34375
607,stage_ii,16,2,7,probe,L,4,0,42,0.3125,1407.65625
608,stage_ii,16,2,7,probe_inverse,R,4,0,42,0.3125,1407.96875
609,stage_ii,16,3,7,probe,R,4,0,42,0.3125,1408.28125
610,stage_ii,16,3,7,probe_inverse,L,4,0,42,0.3125,1408.59375
611,stage_ii,16,0,9,probe,F,4,0,42,0.3125,1408.90625
612,stage_ii,16,0,9,probe_inverse,B,4,0,42,0.3125,1409.21875
613,stage_ii,16,1,9,probe,B,4,0,42,0.3125,1409.53125
614,stage_ii,16,1,9,probe_inverse,F,4,0,42,0.3125,1409.84375
615,stage_ii,16,2,9,probe,L,4,0,42,0.3125,1410.15625
616,stage_ii,16,2,9,probe_inverse,R,4,0,42,0.3125,1410.46875
617,stage_ii,16,3,9,probe,R,4,0,42,0.3125,1410.78125
618,stage_ii,16,3,9,probe_inverse,L,4,0,42,0.3125,1411.09375
619,stage_ii,16,-1,3,commit,F,3,1,43,0.625,1411.71875
620,stage_ii,16,-1,7,commit,F,4,1,44,0.3125,1412.03125
621,stage_ii,16,-1,9,commit,F,4,1,45,0.3125,1412.34375
622,stage_ii,17,0,3,probe,F,3,0,45,0.625,1412.96875
623,stage_ii,17,0,3,probe_inverse,B,3,0,45,0.625,1413.59375
624,stage_ii,17,1,3,probe,B,3,0,45,0.625,1414.21875
625,stage_ii,17,1,3,probe_inverse,F,3,0,45,0.625,1414.84375
626,stage_ii,17,2,3,probe,L,3,0,45,0.625,1415.46875
627,stage_ii,17,2,3,probe_inverse,R,3,0,45,0.625,1416.09375
628,stage_ii,17,3,3,probe,R,3,0,45,0.625,1416.71875
629,stage_ii,17,3,3,probe_inverse,L,3,0,45,0.625,1417.34375
630,stage_ii,17,0,4,probe,F,5,0,45,0.15624999999999992,1417.5
631,stage_ii,17,0,4,probe_inverse,B,5,0,45,0.15624999999999992,1417.65625
632,stage_ii,17,1,4,probe,B,5,0,45,0.15624999999999992,1417.8125
633,stage_ii,17,1,4,probe_inverse,F,5,0,45,0.15624999999999992,1417.96875
634,stage_ii,17,2,4,probe,L,5,0,45,0.15624999999999992,1418.125
635,stage_ii,17,2,4,probe_inverse,R,5,0,45,0.15624999999999992,1418.28125
636,stage_ii,17,3,4,probe,R,5,0,45,0.15624999999999992,1418.4375
637,stage_ii,17,3,4,probe_inverse,L,5,0,45,0.15624999999999992,1418.59375
638,stage_ii,17,0,6,probe,F,4,0,45,0.3125,1418.90625
639,stage_ii,17,0,6,probe_inverse,B,4,0,45,0.3125,1419.21875
640,stage_ii,17,1,6,probe,B,4,0,45,0.3125,1419.53125
641,stage_ii,17,1,6,probe_inverse,F,4,0,45,0.3125,1419.84375
642,stage_ii,17,2,6,probe,L,4,0,45,0.3125,1420.15625
643,stage_ii,17,2,6,probe_inverse,R,4,0,45,0.3125,1420.46875
644,stage_ii,17,3,6,probe,R,4,0,45,0.3125,1420.78125
645,stage_ii,17,3,6,probe_inverse,L,4,0,45,0.3125,1421.09375
646,stage_ii,17,0,7,probe,F,4,0,45,0.3125,1421.40625
647,stage_ii,17,0,7,probe_inverse,B,4,0,45,0.3125,1421.71875
648,stage_ii,17,1,7,probe,B,4,0,45,0.3125,1422.03125
649,stage_ii,17,1,7,probe_inverse,F,4,0,45,0.3125,1422.34375
650,stage_ii,17,2,7,probe,L,4,0,45,0.3125,1422.65625
651,stage_ii,17,2,7,probe_inverse,R,4,0,45,0.3125,1422.96875
652,stage_ii,17,3,7,probe,R,4,0,45,0.3125,1423.28125
653,stage_ii,17,3,7,probe_inverse,L,4,0,45,0.3125,1423.59375
654,stage_ii,17,0,9,probe,F,4,0,45,0.3125,1423.90625
655,stage_ii,17,0,9,probe_inverse,B,4,0,45,0.3125,1424.21875
656,stage_ii,17,1,9,probe,B,4,0,45,0.3125,1424.53125
657,stage_ii,17,1,9,probe_inverse,F,4,0,45,0.3125,1424.84375
658,stage_ii,17,2,9,probe,L,4,0,45,0.3125,1425.15625
659,stage_ii,17,2,9,probe_inverse,R,4,0,45,0.3125,1425.46875
660,stage_ii,17,3,9,probe,R,4,0,45,0.3125,1425.78125
661,stage_ii,17,3,9,probe_inverse,L,4,0,45,0.3125,1426.09375
662,stage_ii,17,-1,3,commit,R,3,1,46,0.625,1426.71875
663,stage_ii,17,-1,4,commit,L,5,1,47,0.15624999999999992,1426.875
664,stage_ii,17,-1,6,commit,B,4,1,48,0.3125,1427.1875
665,stage_ii,17,-1,9,commit,L,4,1,49,0.3125,1427.5
666,stage_ii,18,0,3,probe,F,3,0,49,0.625,1428.125
667,stage_ii,18,0,3,probe_inverse,B,3,0,49,0.625,1428.75
668,stage_ii,18,1,3,probe,B,3,0,49,0.625,1429.375
669,stage_ii,18,1,3,probe_inverse,F,3,0,49,0.625,1430.0
670,stage_ii,18,2,3,probe,L,3,0,49,0.625,1430.625
671,stage_ii,18,2,3,probe_inverse,R,3,0,49,0.625,1431.25
672,stage_ii,18,3,3,probe,R,3,0,49,0.625,1431.875
673,stage_ii,18,3,3,probe_inverse,L,3,0,49,0.625,1432.5
674,stage_ii,18,0,4,probe,F,5,0,49,0.15624999999999992,1432.65625
675,stage_ii,18,0,4,probe_inverse,B,5,0,49,0.15624999999999992,1432.8125
676,stage_ii,18,1,4,probe,B,5,0,49,0.15624999999999992,1432.96875
677,stage_ii,18,1,4,probe_inverse,F,5,0,49,0.15624999999999992,1433.125
678,stage_ii,18,2,4,probe,L,5,0,49,0.15624999999999992,1433.28125
679,stage_ii,18,2,4,probe_inverse,R,5,0,49,0.15624999999999992,1433.4375
680,stage_ii,18,3,4,probe,R,5,0,49,0.15624999999999992,1433.59375
681,stage_ii,18,3,4,probe_inverse,L,5,0,49,0.15624999999999992,1433.75
682,stage_ii,18,0,6,probe,F,4,0,49,0.3125,1434.0625
683,stage_ii,18,0,6,probe_inverse,B,4,0,49,0.3125,1434.375
684,stage_ii,18,1,6,probe,B,4,0,49,0.3125,1434.6875
685,stage_ii,18,1,6,probe_inverse,F,4,0,49,0.3125,1435.0
686,stage_ii,18,2,6,probe,L,4,0,49,0.3125,1435.3125
687,stage_ii,18,2,6,probe_inverse,R,4,0,49,0.3125,1435.625
688,stage_ii,18,3,6,probe,R,4,0,49,0.3125,1435.9375
689,stage_ii,18,3,6,probe_inverse,L,4,0,49,0.3125,1436.25
690,stage_ii,18,0,7,probe,F,5,0,49,0.15625,1436.40625
691,stage_ii,18,0,7,probe_inverse,B,5,0,49,0.15625,1436.5625
692,stage_ii,18,1,7,probe,B,5,0,49,0.15625,1436.71875
693,stage_ii,18,1,7,probe_inverse,F,5,0,49,0.15625,1436.875
694,stage_ii,18,2,7,probe,L,5,0,49,0.15625,1437.03125
695,stage_ii,18,2,7,probe_inverse,R,5,0,49,0.15625,1437.1875
696,stage_ii,18,3,7,probe,R,5,0,49,0.15625,1437.34375
697,stage_ii,18,3,7,probe_inverse,L,5,0,49,0.15625,1437.5
698,stage_ii,18,0,9,probe,F,4,0,49,0.3125,1437.8125
699,stage_ii,18,0,9,probe_inverse,B,4,0,49,0.3125,1438.125
700,stage_ii,18,1,9,probe,B,4,0,49,0.3125,1438.4375
701,stage_ii,18,1,9,probe_inverse,F,4,0,49,0.3125,1438.75
702,stage_ii,18,2,9,probe,L,4,0,49,0.3125,1439.0625
703,stage_ii,18,2,9,probe_inverse,R,4,0,49,0.3125,1439.375
704,stage_ii,18,3,9,probe,R,4,0,49,0.3125,1439.6875
705,stage_ii,18,3,9,probe_inverse,L,4,0,49,0.3125,1440.0
706,stage_ii,18,-1,3,commit,F,3,1,50,0.625,1440.625
707,stage_ii,18,-1,4,commit,B,5,1,51,0.15624999999999992,1440.78125
708,stage_ii,18,-1,7,commit,L,5,1,52,0.15625,1440.9375
709,stage_ii,18,-1,9,commit,L,4,1,53,0.3125,1441.25
710,stage_ii,19,0,4,probe,F,5,0,53,0.15624999999999992,1441.40625
711,stage_ii,19,0,4,probe_inverse,B,5,0,53,0.15624999999999992,1441.5625
712,stage_ii,19,1,4,probe,B,5,0,53,0.15624999999999992,1441.71875
713,stage_ii,19,1,4,probe_inverse,F,5,0,53,0.15624999999999992,1441.875
714,stage_ii,19,2,4,probe,L,5,0,53,0.15624999999999992,1442.03125
715,stage_ii,19,2,4,probe_inverse,R,5,0,53,0.15624999999999992,1442.1875
716,stage_ii,19,3,4,probe,R,5,0,53,0.15624999999999992,1442.34375
717,stage_ii,19,3,4,probe_inverse,L,5,0,53,0.15624999999999992,1442.5
718,stage_ii,19,0,6,probe,F,5,0,53,0.15625,1442.65625
719,stage_ii,19,0,6,probe_inverse,B,5,0,53,0.15625,1442.8125
720,stage_ii,19,1,6,probe,B,5,0,53,0.15625,1442.96875
721,stage_ii,19,1,6,probe_inverse,F,5,0,53,0.15625,1443.125
722,stage_ii,19,2,6,probe,L,5,0,53,0.15625,1443.28125
723,stage_ii,19,2,6,probe_inverse,R,5,0,53,0.15625,1443.4375
724,stage_ii,19,3,6,probe,R,5,0,53,0.15625,1443.59375
725,stage_ii,19,3,6,probe_inverse,L,5,0,53,0.15625,1443.75
726,stage_ii,19,0,7,probe,F,5,0,53,0.15625,1443.90625
727,stage_ii,19,0,7,probe_inverse,B,5,0,53,0.15625,1444.0625
728,stage_ii,19,1,7,probe,B,5,0,53,0.15625,1444.21875
729,stage_ii,19,1,7,probe_inverse,F,5,0,53,0.15625,1444.375
730,stage_ii,19,2,7,probe,L,5,0,53,0.15625,1444.53125
731,stage_ii,19,2,7,probe_inverse,R,5,0,53,0.15625,1444.6875
732,stage_ii,19,3,7,probe,R,5,0,53,0.15625,1444.84375
733,stage_ii,19,3,7,probe_inverse,L,5,0,53,0.15625,1445.0
734,stage_ii,19,0,9,probe,F,4,0,53,0.3125,1445.3125
735,stage_ii,19,0,9,probe_inverse,B,4,0,53,0.3125,1445.625
736,stage_ii,19,1,9,probe,B,4,0,53,0.3125,1445.9375
737,stage_ii,19,1,9,probe_inverse,F,4,0,53,0.3125,1446.25
738,stage_ii,19,2,9,probe,L,4,0,53,0.3125,1446.5625
739,stage_ii,19,2,9,probe_inverse,R,4,0,53,0.3125,1446.875
740,stage_ii,19,3,9,probe,R,4,0,53,0.3125,1447.1875
